job_title,country,salary,doj,dob
Data Analyst,Brazil,77624.40,2015-11-04,1976-06-15
Content Writer,Netherlands,54791.19,2015-04-30,1990-09-05
Legal Counsel,Denmark,109705.29,2023-12-24,1984-10-29
Marketing Manager,Germany,94138.29,2018-11-26,1995-09-19
Cloud Architect,Switzerland,155268.87,2019-02-26,1988-08-02
DevOps Engineer,Japan,101052.70,2023-10-24,1971-11-11
Data Analyst,Japan,87684.11,2015-02-08,1994-12-30
Frontend Developer,UK,86369.23,2017-06-07,1998-03-30
Sales Manager,Switzerland,104532.20,2015-12-28,1994-06-26
Customer Success Manager,Canada,91303.35,2019-02-01,1995-12-09
UX Designer,Singapore,81114.98,2023-03-01,1984-10-31
Frontend Developer,New Zealand,87481.52,2020-11-08,1994-08-01
Customer Success Manager,Switzerland,65841.65,2020-10-04,1987-03-08
Engineering Manager,USA,167053.04,2020-02-10,1997-05-10
Business Analyst,Mexico,75340.56,2021-03-01,1990-04-01
Cloud Architect,Netherlands,109349.74,2018-07-20,1997-04-08
QA Engineer,Japan,64103.45,2015-06-09,1978-06-25
Sales Manager,New Zealand,94392.37,2019-05-05,1984-11-18
Engineering Manager,Australia,133527.92,2019-08-28,1993-05-22
System Administrator,Denmark,76264.82,2015-03-05,1983-06-07
Operations Manager,Netherlands,102513.32,2023-08-24,1979-02-22
Technical Writer,Switzerland,61659.43,2019-10-30,1981-06-23
UI Designer,Mexico,92524.97,2019-12-28,1977-03-24
Scrum Master,UK,103685.33,2024-01-31,1978-06-13
Engineering Manager,South Africa,150800.44,2019-01-05,1974-06-24
Content Writer,Sweden,54126.69,2022-04-06,1981-09-28
Full Stack Developer,France,82371.87,2016-04-19,1995-06-14
Data Analyst,USA,73131.42,2017-12-30,1982-05-28
Content Writer,Switzerland,52638.97,2016-04-20,1984-12-15
Database Administrator,Brazil,95757.87,2017-12-20,1977-06-30
Cloud Architect,Netherlands,144604.19,2020-11-09,1974-07-20
Senior Software Engineer,Australia,135271.09,2017-07-22,1977-07-28
Legal Counsel,UAE,90984.00,2018-11-16,1985-07-03
Finance Manager,Sweden,99714.07,2015-10-22,1994-08-04
Financial Analyst,India,85274.85,2018-09-22,1989-06-08
DevOps Engineer,Denmark,95038.90,2019-07-10,1972-01-14
Product Manager,Singapore,124826.64,2015-03-28,1989-01-12
UX Designer,Norway,71606.69,2021-05-10,1976-03-26
UI Designer,Norway,76685.34,2018-12-09,1998-10-30
UX Designer,UAE,72374.48,2016-05-08,1970-03-22
Machine Learning Engineer,Norway,115917.75,2017-12-24,1998-01-06
Support Engineer,South Africa,72523.44,2023-01-25,1992-12-22
Operations Manager,Brazil,80853.71,2016-06-22,1974-10-28
Accountant,UAE,74215.82,2020-02-19,1994-09-28
Business Analyst,Australia,87232.15,2020-04-26,1971-12-31
Finance Manager,Switzerland,99732.75,2015-07-31,2000-08-06
Database Administrator,Germany,90704.30,2022-09-07,1982-03-24
Database Administrator,Mexico,70559.39,2016-10-01,1972-02-22
UI Designer,Denmark,68576.67,2015-09-24,1999-04-22
Software Engineer,Germany,93091.77,2018-11-04,1995-10-05
Data Analyst,Germany,80124.40,2023-09-24,1997-10-04
Engineering Manager,Norway,162918.15,2017-08-01,1996-03-25
Full Stack Developer,Germany,106872.48,2021-01-20,1975-03-07
Junior Developer,Denmark,65500.94,2019-05-10,1984-03-21
Marketing Manager,India,94229.54,2016-04-15,1975-07-27
DevOps Engineer,Canada,87454.11,2016-03-04,1983-07-19
UX Designer,Norway,103437.73,2018-10-03,1974-08-29
Compliance Officer,France,104106.22,2016-05-15,1983-02-03
Backend Developer,Australia,75819.28,2016-04-26,1970-02-04
Senior Software Engineer,Netherlands,98841.79,2015-11-21,1986-01-26
Sales Manager,Mexico,110143.08,2022-12-15,1972-09-03
Business Analyst,France,83797.80,2019-11-15,1995-01-18
Legal Counsel,USA,105198.92,2016-12-14,1985-08-22
Junior Developer,South Africa,51285.14,2024-09-13,1970-08-22
Junior Developer,Norway,66945.04,2023-02-17,1999-11-04
Senior Software Engineer,Norway,111521.18,2020-04-12,1973-07-21
DevOps Engineer,Brazil,97899.09,2024-06-27,1980-11-11
Graphic Designer,South Africa,46379.19,2016-01-30,2000-04-04
System Administrator,Denmark,58504.55,2017-11-14,1981-12-11
Machine Learning Engineer,Japan,147602.77,2017-05-01,1991-07-01
Backend Developer,South Africa,88979.81,2023-06-05,1998-03-24
CTO,Sweden,254364.62,2019-02-23,1982-03-27
System Administrator,South Africa,58042.69,2021-11-29,1977-03-31
Business Analyst,Sweden,61686.90,2017-02-28,1996-12-23
UI Designer,Norway,73244.99,2017-12-14,2000-11-11
Database Administrator,India,82962.07,2016-04-03,1988-01-05
Data Analyst,Ireland,60908.22,2015-05-27,1979-10-31
Operations Manager,UAE,107550.22,2019-05-29,1988-08-07
Senior Software Engineer,Singapore,109305.67,2016-03-06,1981-06-04
Security Analyst,Brazil,108247.04,2022-04-04,1973-03-28
CTO,Denmark,231995.34,2024-08-11,1978-03-12
Product Manager,Netherlands,118697.77,2019-09-24,1977-09-15
Support Engineer,Sweden,64126.26,2018-08-26,1988-06-24
Data Analyst,Singapore,89294.51,2015-02-12,1983-08-08
QA Engineer,Singapore,84009.07,2022-01-31,1990-04-15
Accountant,Switzerland,58155.17,2017-11-09,1976-02-01
Legal Counsel,Brazil,105034.81,2022-10-28,1984-05-14
Frontend Developer,Switzerland,95765.34,2024-10-16,1981-12-22
Content Writer,Sweden,46370.54,2020-08-05,2000-12-02
Cloud Architect,Brazil,101140.38,2017-02-04,1979-11-01
Junior Developer,Australia,51145.24,2018-07-24,1995-10-16
Database Administrator,UK,97729.93,2018-11-25,1977-12-31
Data Analyst,Netherlands,81573.28,2017-06-01,1982-10-20
Database Administrator,Mexico,88654.24,2016-05-12,1985-04-11
HR Manager,France,86794.62,2024-07-10,1979-07-04
IT Specialist,UK,57501.54,2022-11-02,1996-11-25
Marketing Manager,Sweden,108283.06,2015-05-28,1987-11-06
Marketing Manager,Brazil,94863.33,2020-07-27,1970-08-03
DevOps Engineer,Mexico,94580.42,2017-03-30,1982-12-22
Legal Counsel,Brazil,138000.12,2020-08-06,1975-09-04
Accountant,Ireland,56886.44,2015-11-01,1981-05-16
System Administrator,Germany,65489.35,2017-02-04,1971-03-05
Senior Software Engineer,Norway,92352.50,2016-08-19,1994-01-31
Security Analyst,Ireland,100265.08,2015-01-29,1973-10-02
System Administrator,Sweden,73908.13,2019-12-02,1990-05-06
Support Engineer,Singapore,70862.10,2016-08-17,1982-09-14
Content Writer,Denmark,45883.38,2018-08-11,1998-03-22
Project Manager,New Zealand,84059.87,2023-03-25,1982-05-27
Marketing Manager,Singapore,79902.96,2015-05-11,1976-03-14
Machine Learning Engineer,UK,96521.26,2021-02-13,1986-06-25
Sales Manager,UK,92776.89,2022-04-08,2000-03-05
IT Specialist,Japan,77236.05,2018-06-08,1980-08-23
Marketing Manager,Norway,80714.21,2018-08-07,1995-08-16
QA Engineer,UAE,67624.84,2024-02-15,1987-12-14
Project Manager,Germany,82724.68,2023-02-15,1993-09-06
DevOps Engineer,South Africa,86084.90,2023-05-21,1999-03-21
Cloud Architect,New Zealand,149954.73,2016-12-25,1985-02-19
DevOps Engineer,Brazil,121329.42,2018-05-16,1998-01-26
UX Designer,Canada,84758.38,2015-03-23,1978-05-02
Product Manager,Canada,117160.92,2021-02-25,1990-04-14
IT Specialist,Ireland,84083.31,2020-10-20,1989-05-27
Database Administrator,Ireland,73669.58,2019-11-25,1992-07-27
Legal Counsel,Sweden,148183.89,2023-01-24,1977-12-08
Security Analyst,South Africa,99796.55,2023-11-15,1970-11-10
Security Analyst,Singapore,75106.13,2015-05-22,1995-07-01
System Administrator,Brazil,82156.35,2023-04-18,1974-05-23
Software Engineer,Netherlands,90683.02,2021-11-02,1994-08-02
VP of Engineering,Singapore,161196.01,2019-10-22,1999-01-17
Sales Manager,Ireland,110990.93,2022-07-24,1994-08-16
Graphic Designer,South Africa,47303.37,2021-08-25,1974-07-31
Product Manager,Mexico,101828.37,2016-06-09,1977-06-03
Marketing Manager,Brazil,90046.97,2018-07-24,1976-11-02
Product Manager,UK,110188.50,2023-08-03,1983-10-04
Machine Learning Engineer,Mexico,96709.37,2017-08-01,1987-03-27
Product Manager,South Africa,124495.06,2024-02-11,1987-06-27
Operations Manager,Japan,84618.41,2017-08-19,1975-07-08
Operations Manager,Canada,78976.25,2019-07-28,1981-08-25
Frontend Developer,Ireland,66076.10,2015-06-09,1977-02-27
Technical Writer,UAE,57195.88,2016-02-11,1994-01-31
Marketing Manager,New Zealand,77793.90,2022-07-16,1971-10-04
Junior Developer,Norway,65342.22,2015-03-03,1997-02-27
Graphic Designer,Ireland,56849.34,2021-07-13,1991-11-25
Accountant,South Africa,72795.81,2023-04-01,1970-01-27
Frontend Developer,Netherlands,68674.04,2022-05-06,1977-03-29
Full Stack Developer,India,72662.72,2021-11-16,1970-05-12
Customer Success Manager,USA,91880.82,2021-06-13,1997-04-10
UI Designer,Switzerland,80777.65,2017-08-31,1990-12-30
Junior Developer,France,49435.83,2023-10-09,1996-04-30
Technical Writer,Mexico,60038.85,2015-11-01,1970-09-08
System Administrator,Norway,56592.55,2024-05-05,1997-03-31
HR Manager,Germany,73554.22,2024-10-09,1989-07-12
Security Analyst,USA,99716.89,2021-08-16,2000-03-28
Content Writer,Canada,62878.48,2016-02-07,1981-01-27
Data Analyst,UAE,71936.73,2023-09-02,1986-01-21
Technical Writer,France,56048.93,2022-11-28,1974-07-22
Cloud Architect,USA,106743.81,2024-05-22,2000-10-14
Database Administrator,UK,86784.88,2018-01-06,1984-04-09
HR Manager,Brazil,86153.83,2023-08-31,1997-12-08
Junior Developer,Switzerland,67439.14,2015-08-30,1973-06-22
Data Scientist,Sweden,127429.02,2015-04-16,1973-05-10
Software Engineer,Australia,63418.91,2024-02-06,1991-01-18
Content Writer,Germany,59332.08,2021-09-03,1985-04-28
Data Analyst,Singapore,72008.52,2021-11-08,1999-02-17
DevOps Engineer,Australia,94409.01,2022-08-29,1979-07-26
Accountant,Australia,77121.46,2020-08-30,1980-07-29
Data Scientist,Norway,114874.39,2016-04-13,1975-04-06
Marketing Manager,Singapore,70549.65,2016-11-05,1989-09-24
Customer Success Manager,Denmark,89470.47,2024-05-11,1972-06-18
Product Manager,France,127964.38,2023-01-23,1976-01-26
Customer Success Manager,Japan,87965.54,2024-08-29,2000-02-01
Customer Success Manager,Ireland,87359.90,2022-01-01,1985-09-18
System Administrator,Germany,81313.57,2020-01-25,1979-02-22
Frontend Developer,Sweden,63167.30,2022-12-07,1980-09-24
Content Writer,UAE,51572.84,2016-03-29,1992-05-18
Operations Manager,South Africa,109752.78,2023-11-16,1996-11-06
Scrum Master,Denmark,104501.33,2021-08-02,1991-04-06
Compliance Officer,USA,110342.99,2016-07-09,1970-01-28
Scrum Master,Switzerland,103729.01,2022-06-03,1993-11-02
Accountant,Norway,55224.92,2022-11-10,1987-06-18
Graphic Designer,Singapore,53820.78,2024-06-24,1972-04-22
Database Administrator,South Africa,75811.76,2023-11-20,1983-11-01
Business Analyst,USA,68346.03,2022-03-18,1999-01-12
UX Designer,UK,104647.51,2017-01-26,1980-07-28
Scrum Master,Norway,102445.53,2020-10-15,1990-12-24
Machine Learning Engineer,USA,123067.22,2020-11-03,1991-06-21
DevOps Engineer,Singapore,115015.28,2020-01-07,1985-07-03
QA Engineer,India,58411.98,2024-08-13,1994-09-08
QA Engineer,France,82394.36,2018-06-06,1990-09-02
DevOps Engineer,France,94067.73,2023-03-22,1978-01-29
DevOps Engineer,Japan,112345.22,2015-11-11,1986-07-01
Cloud Architect,Denmark,118266.70,2018-10-05,1978-11-24
Technical Writer,India,73564.19,2022-12-18,1990-12-16
Senior Software Engineer,UK,95678.33,2021-08-18,1973-11-16
Data Scientist,Brazil,128818.43,2024-09-07,1992-02-01
Security Analyst,Netherlands,77636.21,2017-11-18,1976-03-16
VP of Engineering,New Zealand,200087.20,2021-12-25,1971-08-05
Scrum Master,Netherlands,94335.73,2016-09-06,2000-09-17
DevOps Engineer,Mexico,80485.77,2023-12-23,1975-02-25
Marketing Manager,Norway,89305.31,2018-12-28,1984-07-03
Customer Success Manager,UAE,83656.35,2017-12-20,1980-05-03
Support Engineer,UAE,55591.27,2022-02-17,1980-10-09
DevOps Engineer,Sweden,81493.04,2017-02-24,1980-03-10
System Administrator,Canada,63908.05,2018-05-05,1971-02-11
System Administrator,Mexico,56630.55,2022-12-08,1970-05-02
Marketing Manager,Brazil,79496.62,2018-09-16,1978-12-16
Accountant,Singapore,79737.91,2024-03-16,1978-05-12
Full Stack Developer,Singapore,98759.73,2015-06-30,1985-02-06
HR Manager,South Africa,65338.46,2016-08-31,1987-03-04
System Administrator,India,85434.95,2019-07-18,1995-10-24
IT Specialist,Mexico,82992.76,2019-10-13,1988-08-25
Financial Analyst,Netherlands,72073.69,2017-12-03,1982-03-09
QA Engineer,Switzerland,73812.98,2022-03-25,1989-12-18
Sales Manager,Australia,100555.57,2016-12-12,1981-04-12
Full Stack Developer,UAE,74561.28,2020-05-16,1973-01-05
HR Manager,USA,94308.14,2017-09-21,1978-07-24
Project Manager,Ireland,86709.25,2020-12-21,1980-07-31
Graphic Designer,South Africa,56413.19,2022-12-17,1973-02-20
Project Manager,Sweden,107250.53,2019-11-11,1974-07-03
Backend Developer,Singapore,66000.29,2022-01-05,1986-01-02
Data Analyst,UAE,85139.24,2021-09-04,1974-02-07
Compliance Officer,Australia,109817.38,2024-07-30,1996-09-06
Full Stack Developer,Sweden,78587.80,2019-06-01,1988-08-06
Engineering Manager,Australia,125917.92,2024-06-02,1992-07-27
Accountant,USA,52282.40,2019-11-27,1980-03-04
Content Writer,Brazil,45835.91,2018-02-14,1997-05-16
Engineering Manager,France,150994.46,2021-02-25,1983-01-15
Data Scientist,UAE,117706.54,2015-09-14,1994-03-13
Project Manager,Japan,87476.09,2024-11-08,1983-07-05
Software Engineer,Ireland,75780.39,2015-12-07,1977-01-30
Content Writer,Switzerland,44004.43,2015-06-03,1976-04-29
Business Analyst,UK,65164.44,2018-10-01,1988-06-29
Product Manager,Canada,137791.99,2015-10-15,1999-06-06
Customer Success Manager,Ireland,95941.95,2023-08-04,1989-05-24
CTO,Australia,188825.78,2016-12-01,1978-11-10
Data Analyst,Norway,58909.61,2021-05-05,1973-11-24
Customer Success Manager,Mexico,80282.85,2022-03-08,1986-07-04
Business Analyst,South Africa,79739.98,2023-03-08,1983-07-30
DevOps Engineer,New Zealand,112649.60,2016-07-09,1979-07-10
Software Engineer,Australia,65796.85,2022-11-02,1970-10-16
Backend Developer,Norway,103182.73,2024-11-05,1996-08-07
Product Manager,Mexico,130981.20,2020-04-02,1997-08-01
HR Manager,USA,70861.29,2016-08-30,1971-04-26
System Administrator,Germany,68519.80,2024-03-09,1979-04-04
Accountant,UK,70389.00,2018-01-15,1998-10-20
Full Stack Developer,Mexico,74060.56,2017-02-13,1999-04-20
Technical Writer,Brazil,77723.73,2015-03-20,1983-12-17
VP of Engineering,France,178062.39,2023-04-03,1995-07-01
Accountant,Denmark,65166.10,2019-10-12,1975-04-10
Product Manager,Netherlands,96211.69,2020-07-11,1981-01-25
Support Engineer,India,62990.19,2020-04-12,1973-05-31
Graphic Designer,Sweden,72690.22,2020-07-31,1985-12-17
Sales Manager,New Zealand,110759.95,2021-12-04,1987-02-02
HR Manager,Brazil,90968.96,2020-10-17,1998-09-26
Backend Developer,Brazil,81457.38,2017-08-14,1985-05-15
Business Analyst,Denmark,64749.48,2022-06-09,1978-10-17
Engineering Manager,Australia,145868.17,2019-04-28,1987-01-04
Graphic Designer,UK,50385.55,2020-02-09,1989-05-20
Junior Developer,Germany,47396.27,2020-02-23,1992-04-03
Sales Manager,UAE,83496.09,2020-09-10,1973-12-12
Business Analyst,Germany,73894.19,2015-09-30,1979-04-18
Scrum Master,South Africa,83980.63,2015-02-17,1987-12-26
Support Engineer,Singapore,55078.55,2020-07-13,1983-09-25
Backend Developer,France,82696.94,2015-01-13,1988-10-13
System Administrator,Ireland,82289.98,2020-09-22,1978-10-13
Backend Developer,Mexico,71825.28,2022-10-02,1984-09-29
Sales Manager,UAE,76835.81,2024-12-27,1973-09-29
Frontend Developer,Sweden,82934.89,2016-07-05,1983-07-11
Operations Manager,Norway,78346.77,2017-10-26,1984-07-27
Engineering Manager,Singapore,151146.17,2015-08-09,1977-07-28
Backend Developer,Japan,102242.77,2020-08-23,1978-03-30
Backend Developer,UAE,78520.35,2021-11-02,1993-02-07
Support Engineer,India,69221.49,2023-11-20,1998-08-29
Financial Analyst,New Zealand,65810.46,2017-07-02,1976-02-01
Financial Analyst,Denmark,98089.83,2022-02-05,1979-07-15
Operations Manager,Ireland,75477.03,2019-01-08,1976-03-30
Engineering Manager,India,157516.45,2015-12-07,1984-08-01
Senior Software Engineer,Sweden,93880.18,2023-01-11,2000-10-24
Support Engineer,Brazil,65657.18,2022-10-16,1979-09-15
Frontend Developer,UK,91172.25,2024-08-28,1983-11-08
Support Engineer,Switzerland,51819.46,2024-12-09,1992-12-11
HR Manager,Switzerland,76995.11,2017-06-15,1999-08-09
Network Engineer,Canada,80657.56,2017-02-21,1984-05-26
QA Engineer,Ireland,78860.97,2023-04-29,1978-05-22
Network Engineer,Norway,65092.01,2023-07-19,1996-09-19
Business Analyst,UK,69081.02,2016-02-02,1990-01-17
UX Designer,New Zealand,77796.40,2018-12-26,1997-06-20
Customer Success Manager,Sweden,84171.20,2020-02-05,1995-06-27
Content Writer,Mexico,50321.51,2021-06-18,1979-07-01
Marketing Manager,Mexico,89575.53,2016-12-31,1981-06-20
System Administrator,UK,57179.97,2015-08-13,1996-09-27
Full Stack Developer,Australia,101266.76,2021-04-20,1988-03-24
Graphic Designer,Switzerland,60126.23,2017-01-08,1985-12-09
Software Engineer,Singapore,75265.74,2022-07-14,1989-08-27
Machine Learning Engineer,Japan,128548.44,2017-10-16,1990-06-17
Senior Software Engineer,Canada,92475.55,2023-11-16,1984-02-22
Scrum Master,Japan,75242.81,2019-11-06,1994-08-30
Cloud Architect,Ireland,139303.05,2019-04-28,1980-10-05
Operations Manager,Germany,84088.87,2015-12-10,1998-10-08
Cloud Architect,Brazil,101421.79,2024-04-17,1979-12-04
Software Engineer,France,75732.71,2022-12-20,1985-07-18
Backend Developer,Canada,75904.07,2019-05-06,1977-11-28
IT Specialist,South Africa,63823.46,2022-03-18,1975-05-09
Content Writer,Singapore,41008.44,2016-11-02,2000-01-05
Data Scientist,Ireland,126688.20,2015-03-08,1997-04-01
Machine Learning Engineer,Denmark,107776.10,2015-12-04,1992-04-04
Frontend Developer,Germany,73106.92,2020-01-02,1970-01-03
DevOps Engineer,Norway,120310.91,2024-04-07,2000-08-27
CTO,Netherlands,188421.07,2016-09-10,1987-05-21
Backend Developer,Norway,101110.80,2021-08-12,1983-03-14
Database Administrator,Brazil,80465.31,2024-02-07,1970-04-17
Support Engineer,Switzerland,63636.87,2018-08-25,1989-06-07
Project Manager,Sweden,103797.72,2023-03-24,1982-12-09
Operations Manager,Singapore,92707.64,2016-04-24,1973-12-18
IT Specialist,New Zealand,82895.42,2022-08-14,1976-06-11
Accountant,New Zealand,54126.36,2016-07-29,1978-10-21
UI Designer,South Africa,66558.94,2019-04-12,1998-09-27
Compliance Officer,Mexico,76031.95,2022-03-24,1973-06-04
Support Engineer,UAE,75402.52,2024-06-13,1984-07-05
UI Designer,Brazil,79150.02,2024-10-19,1982-08-08
Accountant,Switzerland,57087.74,2019-07-02,1971-11-02
Junior Developer,USA,45272.05,2015-08-26,1976-12-23
Support Engineer,Sweden,53238.20,2024-11-20,1983-10-29
Legal Counsel,India,135084.39,2022-08-25,1981-09-20
Graphic Designer,Mexico,46896.33,2021-04-21,1990-08-24
QA Engineer,Brazil,60798.33,2024-09-06,1992-07-25
Backend Developer,Japan,66107.54,2019-09-11,1979-03-03
Cloud Architect,Ireland,153723.47,2021-07-30,1970-05-17
Operations Manager,Singapore,108993.28,2019-09-30,1990-04-20
Content Writer,France,53354.09,2023-09-14,1984-12-25
Graphic Designer,Japan,47189.88,2016-03-28,1970-08-27
Product Manager,Netherlands,123987.30,2015-12-25,1974-10-20
Frontend Developer,South Africa,61581.61,2024-07-17,1987-12-09
Security Analyst,Denmark,76326.16,2015-03-23,1978-10-30
System Administrator,Sweden,65599.71,2021-03-21,1976-05-11
